index,resp,emg,eda,pzt
1361,367,505,550,474
1362,369,509,550,442
1363,369,508,551,408
1364,368,511,552,374
1365,368,508,554,341
1366,367,508,555,311
1367,368,510,557,285
1368,368,508,558,261
1369,367,510,560,242
1370,366,507,560,228
1371,364,511,562,217
1372,365,510,563,212
1373,366,505,564,209
1374,366,508,564,209
1375,367,508,565,212
1376,366,513,566,217
1377,366,507,566,220
1378,364,509,566,226
1379,361,509,566,230
1380,358,508,565,238
1381,354,508,566,248
1382,350,507,565,267
1383,347,510,564,303
1384,344,508,562,365
1385,341,508,561,457
1386,339,511,556,583
1387,339,509,551,740
1388,338,511,543,922
1389,339,512,536,977
1390,339,508,533,977
1391,339,508,532,977
1392,340,507,532,977
1393,341,507,533,977
1394,342,508,534,977
1395,344,508,535,977
1396,346,509,536,977
1397,350,509,537,977
1398,353,505,538,977
1399,357,505,540,977
1400,360,508,540,977
1401,366,507,541,977
1402,369,509,542,977
1403,374,511,543,977
1404,377,508,543,977
1405,380,510,543,977
1406,383,506,543,977
1407,384,510,544,977
1408,385,507,544,977
1409,387,511,545,977
1410,387,505,545,876
1411,388,510,546,675
1412,389,509,547,499
1413,391,511,548,359
1414,392,509,550,259
1415,393,509,554,198
1416,394,508,556,173
1417,396,508,560,177
1418,396,510,561,205
1419,397,508,562,251
1420,398,509,562,307
1421,399,509,562,364
1422,400,510,560,418
1423,401,510,558,465
1424,402,508,556,502
1425,403,507,554,527
1426,404,509,551,540
1427,405,508,551,539
1428,406,510,550,527
1429,407,511,549,505
1430,409,508,549,477
1431,411,507,550,446
1432,412,508,550,409
1433,412,508,551,373
1434,411,510,552,338
1435,409,510,554,304
1436,409,505,555,274
1437,411,509,557,248
1438,411,509,558,225
1439,409,507,560,209
1440,408,508,561,198
1441,408,506,563,189
1442,408,507,563,187
1443,409,510,564,187
1444,411,511,564,191
1445,412,511,566,195
1446,411,510,565,202
1447,410,509,566,211
1448,408,510,566,221
1449,406,508,566,229
1450,402,508,565,239
1451,399,509,565,254
1452,395,511,563,279
1453,392,509,563,323
1454,388,508,561,393
1455,386,512,558,497
1456,385,508,553,635
1457,384,508,547,801
1458,384,509,540,976
1459,383,509,534,977
1460,383,507,531,977
1461,384,511,531,977
1462,384,509,530,977
1463,385,503,531,977
1464,386,509,531,977
1465,389,505,534,977
1466,392,507,534,977
1467,396,508,536,977
1468,401,510,536,977
1469,407,508,538,977
1470,414,507,539,977
1471,420,509,540,977
1472,426,508,540,977
1473,432,508,541,977
1474,437,509,541,977
1475,440,504,542,977
1476,444,510,542,977
1477,446,510,543,977
1478,448,510,543,977
1479,449,507,544,780
1480,449,507,544,577
1481,451,511,546,403
1482,451,506,548,267
1483,452,506,552,174
1484,453,509,556,123
1485,454,508,560,107
1486,455,511,563,121
1487,456,510,565,160
1488,457,508,565,215
1489,459,507,565,278
1490,460,511,563,343
1491,460,508,562,404
1492,462,509,559,457
1493,463,510,556,498
1494,463,509,553,525
1495,464,509,551,540
1496,465,510,549,542
1497,466,508,548,532
1498,466,510,547,512
1499,467,508,547,485
1500,467,507,547,451
1501,469,505,548,414
1502,470,508,548,377
1503,470,507,550,340
1504,468,509,551,305
1505,466,507,553,273
1506,464,508,555,246
1507,464,508,557,224
1508,464,511,558,207
1509,464,508,560,196
1510,463,511,561,188
1511,462,508,563,185
1512,462,510,563,186
1513,462,512,564,190
1514,463,508,564,197
1515,463,510,564,205
1516,463,507,564,214
1517,461,508,564,224
1518,458,507,563,231
1519,455,511,563,240
1520,452,515,563,247
1521,449,509,563,255
1522,446,507,561,271
1523,444,508,561,300
1524,443,509,559,353
1525,443,509,558,435
1526,441,512,554,550
1527,441,508,549,696
1528,441,511,542,867
1529,442,508,535,977
1530,442,506,530,977
1531,443,507,528,977
1532,444,513,527,977
1533,446,506,528,977
1534,447,507,528,977
1535,449,506,530,977
1536,451,508,530,977
1537,454,511,532,977
1538,457,509,533,977
1539,459,503,535,977
1540,461,510,535,977
1541,464,510,536,977
1542,466,507,537,977
1543,467,508,538,977
1544,469,508,538,977
1545,471,507,539,977
1546,472,507,539,977
1547,472,507,540,977
1548,473,510,540,849
1549,473,509,542,634
1550,473,508,543,442
1551,473,507,545,287
1552,472,508,549,172
1553,472,508,554,101
1554,471,512,558,70
1555,471,509,562,73
1556,471,512,564,106
1557,472,509,566,160
1558,472,511,566,230
1559,473,507,565,305
1560,473,512,563,380
1561,474,508,560,447
1562,475,511,556,504
1563,475,509,553,546
1564,475,509,550,574
1565,475,508,547,586
1566,475,508,545,583
1567,475,510,544,567
1568,475,509,543,542
1569,477,509,544,508
1570,478,508,543,467
1571,477,509,545,425
1572,475,508,546,383
1573,472,508,548,343
1574,471,509,549,306
1575,471,507,551,274
1576,471,509,552,247
1577,472,510,555,225
1578,472,508,556,209
1579,473,507,558,200
1580,474,508,559,195
1581,475,510,560,194
1582,475,509,560,198
1583,475,510,561,204
1584,472,506,561,211
1585,469,509,561,218
1586,465,511,561,226
1587,461,505,561,232
1588,456,509,560,238
1589,451,508,560,245
1590,447,508,560,255
1591,443,510,560,274
1592,440,506,558,311
1593,438,510,558,372
1594,435,510,555,463
1595,433,508,551,583
1596,431,508,546,728
1597,430,509,540,893
1598,428,512,532,977
1599,427,507,529,977
1600,427,509,527,977
1601,427,505,527,977
1602,427,505,527,977
1603,427,505,528,977
1604,429,511,529,977
1605,430,509,530,977
1606,432,509,531,977
1607,435,509,532,977
1608,437,510,533,977
1609,440,508,535,977
1610,444,507,535,977
1611,448,510,536,977
1612,451,510,536,977
1613,454,505,537,977
1614,455,508,538,976
1615,457,507,539,753
1616,458,507,540,547
1617,459,508,542,363
1618,459,508,545,210
1619,460,509,550,96
1620,460,508,555,21
1621,461,507,560,0
1622,462,511,564,0
1623,463,507,568,23
1624,463,507,569,81
1625,464,507,569,158
1626,466,510,568,243
1627,467,508,566,330
1628,468,508,562,412
1629,469,507,559,485
1630,470,507,554,543
1631,471,508,551,584
1632,472,512,547,608
1633,473,508,544,615
1634,474,508,542,607
1635,476,508,541,588
1636,478,509,540,558
1637,480,506,541,518
1638,479,508,541,474
1639,478,509,543,428
1640,476,510,543,383
1641,475,508,545,341
1642,475,510,547,301
1643,476,507,549,268
1644,476,508,551,240
1645,477,508,553,217
1646,476,509,554,203
1647,478,507,556,194
1648,479,507,557,191
1649,480,508,558,191
1650,480,510,559,193
1651,480,508,560,200
1652,477,508,559,207
1653,475,507,560,215
1654,471,508,559,223
1655,467,509,559,231
1656,462,510,559,241
1657,457,505,559,259
1658,453,511,557,292
1659,449,509,556,349
1660,446,508,554,436
1661,444,509,551,556
1662,441,509,546,707
1663,440,510,539,880
1664,439,511,532,977
1665,438,508,528,977
1666,438,510,526,977
1667,437,509,525,977
1668,436,508,525,977
1669,437,509,526,977
1670,437,509,526,977
1671,438,510,527,977
1672,439,509,528,977
1673,442,505,530,977
1674,445,509,531,977
1675,448,510,532,977
1676,451,508,532,977
1677,455,507,534,977
1678,458,507,535,977
1679,461,504,536,977
1680,463,507,536,977
1681,465,506,536,977
1682,466,511,537,873
1683,467,505,539,660
1684,468,507,540,468
1685,468,505,542,307
1686,468,507,544,184
1687,468,508,549,105
1688,469,515,553,65
1689,470,509,558,63
1690,470,509,560,93
1691,470,510,562,146
1692,470,510,562,216
1693,470,510,561,295
1694,469,513,559,375
1695,469,507,557,447
1696,468,511,553,508
1697,468,508,550,556
1698,468,510,546,586
1699,468,509,544,599
1700,469,512,542,598
1701,469,509,541,583
1702,470,508,540,555
1703,470,509,540,520
1704,470,508,541,480
1705,470,507,542,434
1706,471,510,542,388
1707,470,508,544,345
1708,468,509,545,305
1709,465,507,547,269
1710,462,507,549,239
1711,460,507,551,214
1712,458,509,552,197
1713,456,506,554,186
1714,453,509,556,181
1715,450,510,557,182
1716,448,511,558,185
1717,447,508,558,192
1718,446,509,558,203
1719,446,506,559,215
1720,444,513,558,229
1721,443,510,558,242
1722,439,509,557,253
1723,435,509,557,263
1724,431,511,556,272
1725,425,507,556,284
1726,420,511,555,302
1727,414,508,554,340
1728,409,508,552,405
1729,405,510,550,505
1730,402,507,545,644
1731,399,507,540,817
1732,398,511,532,977
1733,397,509,528,977
1734,396,508,525,977
1735,396,506,525,977
1736,396,510,524,977
1737,396,508,525,977
1738,396,507,525,977
1739,396,510,527,977
1740,397,509,527,977
1741,399,504,529,977
1742,402,510,529,977
1743,406,503,531,977
1744,409,512,531,977
1745,413,506,533,977
1746,416,504,533,977
1747,420,506,534,977
1748,423,508,535,977
1749,427,506,536,977
1750,430,508,536,977
1751,432,510,536,977
1752,435,510,536,977
1753,436,508,537,977
1754,436,509,537,772
1755,437,505,539,588
1756,438,509,540,437
1757,439,507,541,327
1758,440,505,543,256
1759,440,509,546,224
1760,441,508,548,223
1761,443,508,550,248
1762,444,510,551,290
1763,445,508,551,342
1764,445,512,550,397
1765,446,509,549,446
1766,447,508,547,486
1767,447,511,546,514
1768,448,510,544,531
1769,449,508,543,536
1770,449,511,542,527
1771,449,508,542,508
1772,450,510,542,480
1773,451,509,543,445
1774,451,510,543,407
1775,452,508,543,367
1776,453,508,545,328
1777,454,507,546,293
1778,454,510,547,262
1779,455,508,549,234
1780,456,510,550,212
1781,456,507,552,196
1782,455,508,553,185
1783,453,509,555,177
1784,451,510,556,175
1785,451,508,557,177
1786,451,510,557,183
1787,450,506,558,191
1788,449,510,558,200
1789,448,508,558,211
1790,448,509,557,225
1791,449,507,557,238
1792,449,512,556,253
1793,449,508,556,268
1794,448,509,555,283
1795,446,506,555,296
1796,443,507,553,305
1797,439,507,552,314
1798,435,510,551,324
1799,431,510,551,339
1800,427,511,550,369
1801,422,507,548,425
1802,419,512,546,515
1803,415,509,543,643
1804,414,512,537,806
1805,413,509,531,977
1806,412,510,526,977
1807,412,507,524,977
1808,412,510,524,977
1809,412,505,524,977
1810,412,505,524,977
1811,412,506,525,977
1812,413,509,526,977
1813,415,508,527,977
1814,417,506,528,977
1815,421,508,529,977
1816,425,511,530,977
1817,429,507,531,977
1818,432,509,532,977
1819,437,508,533,977
1820,441,509,533,977
1821,446,509,534,977
1822,449,507,534,977
1823,453,508,535,977
1824,455,510,535,977
1825,456,506,536,977
1826,457,513,536,896
1827,457,507,537,691
1828,458,510,537,511
1829,459,508,539,367
1830,460,511,541,263
1831,461,511,544,197
1832,462,508,547,169
1833,463,507,550,172
1834,464,509,551,202
1835,465,510,552,251
1836,466,509,552,308
1837,467,505,551,367
1838,467,512,550,421
1839,468,510,548,465
1840,468,510,546,497
1841,468,507,544,515
1842,469,508,543,520
1843,469,508,542,512
1844,470,505,541,492
1845,471,506,541,462
1846,471,510,541,426
1847,472,505,542,387
1848,473,509,543,348
1849,474,506,544,310
1850,476,509,545,275
1851,477,506,547,242
1852,477,511,548,216
1853,478,504,550,195
1854,479,511,551,179
1855,479,507,553,169
1856,480,509,554,162
1857,481,507,555,160
1858,480,508,556,163
1859,478,508,557,168
1860,477,509,557,178
1861,476,506,557,189
1862,476,508,557,201
1863,475,507,557,216
1864,472,511,556,230
1865,470,505,555,243
1866,468,510,555,257
1867,468,507,554,270
1868,468,510,553,281
1869,468,507,552,292
1870,467,509,551,303
1871,465,507,551,311
1872,462,510,550,317
1873,459,506,549,321
1874,454,508,548,323
1875,449,508,548,327
1876,444,510,547,339
1877,439,509,547,370
1878,434,512,545,429
1879,431,507,543,523
1880,427,511,540,652
1881,425,509,534,813
1882,423,512,527,977
1883,422,510,523,977
1884,420,508,520,977
1885,419,508,519,977
1886,417,509,519,977
1887,417,508,520,977
1888,416,509,521,977
1889,417,506,522,977
1890,419,509,523,977
1891,422,508,524,977
1892,425,509,525,977
1893,430,506,526,977
1894,435,511,527,977
1895,440,508,528,977
1896,446,510,529,977
1897,451,507,530,977
1898,455,511,530,977
1899,459,507,531,977
1900,463,511,531,977
1901,466,506,532,932
1902,467,511,533,718
1903,469,508,535,519
1904,470,510,536,351
1905,471,509,539,219
1906,473,508,543,127
1907,474,505,547,78
1908,476,510,551,65
1909,478,505,554,85
1910,480,510,555,127
1911,481,508,556,188
1912,483,507,556,258
1913,485,508,554,328
1914,487,509,552,393
1915,489,509,550,449
1916,491,509,547,492
1917,493,506,544,521
1918,494,509,542,536
1919,496,505,540,535
1920,497,510,538,522
1921,499,508,537,496
1922,501,506,537,464
1923,503,507,538,427
1924,505,508,539,386
1925,508,507,540,346
1926,510,509,541,306
1927,513,508,543,270
1928,515,510,545,238
1929,519,507,547,211
1930,521,508,548,190
1931,523,505,550,174
1932,526,511,551,165
1933,529,508,552,157
1934,532,509,553,156
1935,533,508,554,157
1936,533,512,555,163
1937,533,505,555,172
1938,532,509,555,183
1939,532,508,554,196
1940,534,510,554,210
1941,535,508,553,224
1942,535,511,553,238
1943,536,509,552,252
1944,537,509,551,265
1945,538,511,551,278
1946,540,510,550,289
1947,540,507,549,300
1948,540,512,548,309
1949,538,508,547,317
1950,536,510,547,320
1951,532,502,546,322
1952,529,510,546,322
1953,525,507,545,323
1954,521,508,545,328
1955,518,507,544,347
1956,515,510,543,387
1957,514,510,542,455
1958,513,509,540,555
1959,513,509,536,687
1960,513,510,529,844
1961,513,509,523,977
1962,513,511,518,977
1963,513,506,516,977
1964,513,508,515,977
1965,514,508,515,977
1966,514,511,515,977
1967,515,507,516,977
1968,517,512,517,977
1969,520,510,519,977
1970,523,504,519,977
1971,526,507,521,977
1972,528,508,522,977
1973,532,508,523,977
1974,534,508,524,977
1975,537,509,526,977
1976,540,510,526,977
1977,543,509,527,977
1978,544,507,527,938
1979,545,505,529,728
1980,546,509,531,526
1981,547,507,532,349
1982,548,505,536,205
1983,549,506,540,100
1984,549,508,545,34
1985,550,508,550,7
1986,550,511,554,15
1987,550,507,556,54
1988,550,512,558,117
1989,551,510,558,195
1990,551,510,556,280
1991,550,508,554,364
1992,550,513,551,441
1993,550,505,547,505
1994,549,511,543,555
1995,548,507,540,588
1996,548,511,537,604
1997,549,505,535,600
1998,550,505,533,583
1999,550,508,532,555
2000,551,508,532,517
2001,551,504,533,473
2002,551,507,534,427
2003,551,508,535,380
2004,552,513,537,335
2005,553,508,538,294
2006,553,509,540,258
2007,552,508,542,227
2008,550,511,544,204
2009,547,509,546,187
2010,545,509,547,178
2011,544,508,549,172
2012,544,510,550,171
2013,546,508,551,174
2014,547,510,551,182
2015,548,510,551,192
2016,548,509,551,204
2017,548,510,551,217
2018,548,512,551,232
2019,548,510,551,246
2020,546,510,550,259
2021,543,505,549,270
2022,539,511,548,279
2023,535,506,547,285
2024,529,509,547,289
2025,525,510,547,291
2026,520,508,546,295
2027,516,512,545,309
2028,512,508,545,340
2029,509,509,543,397
2030,507,513,542,481
2031,504,508,538,596
2032,502,510,533,734
2033,500,507,527,890
2034,498,510,520,977
2035,496,508,517,977
2036,496,508,515,977
2037,495,505,514,977
2038,494,508,514,977
2039,494,507,515,977
2040,494,508,515,977
2041,495,508,516,977
2042,496,508,518,977
2043,497,507,519,977
2044,499,509,520,977
2045,502,509,521,977
2046,503,510,521,977
2047,505,509,523,977
2048,508,512,523,977
2049,510,508,524,942
2050,511,509,526,740
2051,511,505,527,543
2052,511,509,529,364
2053,511,508,533,211
2054,511,506,538,91
2055,510,507,543,6
2056,509,507,549,0
2057,508,508,553,0
2058,508,509,556,0
2059,508,508,559,0
2060,508,510,560,76
2061,508,511,559,160
2062,507,508,558,250
2063,507,510,555,339
2064,506,511,551,420
2065,506,508,548,491
2066,505,508,543,547
2067,505,506,540,587
2068,505,510,536,609
2069,505,506,533,614
2070,504,510,531,603
2071,504,508,530,580
2072,504,510,530,546
2073,504,507,530,506
2074,504,507,531,463
2075,504,505,532,415
2076,504,510,534,370
2077,504,507,535,327
2078,502,504,537,288
2079,498,510,539,254
2080,495,508,541,226
2081,491,510,543,204
2082,489,510,544,190
2083,487,508,546,181
2084,483,509,547,177
2085,480,507,548,179
2086,477,509,549,184
2087,475,507,549,192
2088,474,509,549,202
2089,473,508,549,212
2090,472,509,549,225
2091,469,509,548,236
2092,465,510,548,248
2093,461,508,547,258
2094,455,509,547,265
2095,449,508,546,275
2096,442,508,546,285
2097,435,505,545,303
2098,428,510,544,339
2099,422,510,543,402
2100,415,510,540,499
2101,411,509,536,631
2102,407,507,531,793
2103,403,506,524,972
2104,400,509,518,977
2105,397,505,515,977
2106,394,508,513,977
2107,391,508,512,977
2108,389,510,512,977
2109,387,508,513,977
2110,386,511,514,977
2111,386,505,515,977
2112,387,507,516,977
2113,388,508,518,977
2114,390,507,519,977
2115,391,508,519,977
2116,394,507,521,977
2117,397,508,522,977
2118,400,508,523,977
2119,403,509,524,977
2120,405,508,524,977
2121,406,507,525,977
2122,407,511,526,977
2123,407,508,526,793
2124,407,506,528,588
2125,406,509,529,410
2126,406,505,531,271
2127,405,508,536,172
2128,405,509,540,115
2129,405,510,543,98
2130,405,508,547,113
2131,405,507,548,155
2132,405,511,549,215
2133,405,507,549,285
2134,405,509,547,358
2135,406,511,545,426
2136,406,509,543,485
2137,406,510,540,533
2138,407,507,537,566
2139,408,508,534,583
2140,409,509,533,584
2141,410,507,531,572
2142,411,507,531,547
2143,412,507,531,514
2144,413,512,531,474
2145,414,508,532,430
2146,415,508,533,387
2147,415,510,535,343
2148,416,510,536,304
2149,417,508,538,268
2150,415,511,540,237
2151,413,506,541,214
2152,411,510,543,197
2153,410,509,544,185
2154,410,508,545,178
2155,410,506,547,178
2156,408,509,547,182
2157,407,508,548,189
2158,405,508,548,198
2159,405,509,548,209
2160,405,513,548,220
2161,405,509,548,233
2162,405,509,548,246
2163,404,507,547,256
2164,402,511,547,264
2165,400,510,546,272
2166,397,508,545,280
2167,394,507,545,290
2168,390,510,544,305
2169,386,510,543,334
2170,382,508,542,387
2171,379,511,540,473
2172,377,512,537,594
2173,375,509,531,751
2174,374,512,525,934
2175,374,509,519,977
2176,373,510,516,977
2177,374,506,515,977
2178,373,508,514,977
2179,373,507,514,977
2180,373,512,515,977
2181,374,504,515,977
2182,375,507,517,977
2183,377,510,518,977
2184,380,508,519,977
2185,384,507,520,977
2186,387,510,521,977
2187,391,506,522,977
2188,395,508,523,977
2189,399,506,524,977
2190,403,511,524,977
2191,406,508,525,977
2192,408,508,525,977
2193,410,508,526,977
2194,412,512,526,977
2195,413,507,527,879
2196,413,508,528,676
2197,415,503,529,496
2198,415,512,530,352
2199,416,505,532,249
2200,416,509,536,187
2201,418,505,539,162
2202,418,514,542,170
2203,419,509,543,205
2204,419,508,544,258
2205,420,510,543,321
2206,421,508,543,389
2207,421,507,541,453
2208,422,510,539,509
2209,422,509,536,555
2210,423,508,534,585
2211,423,508,532,599
2212,423,511,531,599
2213,424,508,530,585
2214,425,505,530,563
2215,425,509,530,532
2216,426,511,531,497
2217,427,509,531,459
2218,428,512,531,421
2219,429,508,532,382
2220,430,510,533,344
2221,431,508,535,310
2222,430,510,536,280
2223,428,507,537,254
2224,427,511,539,231
2225,426,508,540,213
2226,427,508,541,201
2227,427,508,542,192
2228,424,511,543,188
2229,423,506,543,188
2230,421,514,544,192
2231,421,508,544,198
2232,421,513,545,206
2233,422,509,545,214
2234,422,509,545,221
2235,420,508,545,228
2236,418,511,545,234
2237,416,510,544,240
2238,413,510,544,246
2239,409,508,544,253
2240,405,507,543,264
2241,400,508,543,288
2242,396,510,542,332
2243,392,510,540,405
2244,389,507,537,511
2245,387,509,533,649
2246,385,512,527,812
2247,384,508,520,976
2248,383,508,515,977
2249,383,505,513,977
2250,382,507,512,977
2251,382,508,511,977
2252,382,507,512,977
2253,383,509,513,977
2254,384,509,513,977
2255,388,507,515,977
2256,391,508,516,977
2257,395,508,516,977
2258,398,506,518,977
2259,403,505,518,977
2260,407,509,519,977
2261,411,507,520,977
2262,414,510,521,977
2263,417,508,521,977
2264,419,509,522,977
2265,421,510,523,811
2266,422,508,525,604
2267,423,509,526,415
2268,423,510,528,257
2269,424,508,532,135
2270,424,507,536,54
2271,425,506,541,13
2272,426,512,545,9
2273,427,509,548,35
2274,428,509,550,89
2275,428,510,550,160
2276,429,508,550,242
2277,429,507,548,325
2278,429,508,545,402
2279,429,511,542,471
2280,429,511,539,526
2281,430,509,535,565
2282,430,511,532,586
2283,430,507,529,590
2284,430,509,527,581
2285,431,507,526,559
2286,431,508,526,527
2287,432,508,526,488
2288,432,509,527,446
2289,434,505,528,400
2290,434,505,530,357
2291,435,508,531,316
2292,435,508,533,279
2293,436,508,535,248
2294,438,507,537,222
2295,439,509,539,201
2296,438,508,541,187
2297,437,507,542,179
2298,435,509,543,175
2299,434,506,544,174
2300,435,508,545,176
2301,436,510,545,181
2302,436,510,546,188
2303,435,511,546,197
2304,435,507,546,208
2305,435,509,545,220
2306,436,511,545,232
2307,438,508,545,245
2308,439,510,544,257
2309,440,508,543,269
2310,439,508,543,279
2311,438,510,542,288
2312,437,509,542,294
2313,435,505,541,299
2314,432,508,541,307
2315,429,508,540,325
2316,426,510,539,361
2317,423,507,537,423
2318,421,509,536,519
2319,419,508,531,649
2320,418,511,526,806
2321,418,510,519,974
2322,419,508,513,977
2323,419,510,511,977
2324,419,507,510,977
2325,420,506,509,977
2326,421,505,510,977
2327,422,505,510,977
2328,424,508,511,977
2329,427,508,512,977
2330,430,506,513,977
2331,433,506,514,977
2332,435,510,516,977
2333,438,508,517,977
2334,440,511,519,977
2335,443,509,519,977
2336,445,510,520,977
2337,447,508,521,977
2338,447,510,522,977
2339,447,511,523,977
2340,447,510,524,791
2341,445,509,525,585
2342,444,510,527,402
2343,442,506,529,253
2344,441,507,534,142
2345,440,507,538,75
2346,439,509,543,47
2347,438,509,546,54
2348,437,508,549,88
2349,436,508,550,146
2350,435,510,550,216
2351,433,511,549,294
2352,432,508,547,372
2353,430,507,544,442
2354,428,508,542,501
2355,425,510,539,544
2356,423,509,536,572
2357,422,510,533,585
2358,419,508,532,583
2359,417,505,531,568
2360,415,507,531,540
2361,412,504,531,506
2362,409,507,531,467
2363,407,510,532,424
2364,405,508,534,382
2365,402,508,536,340
2366,400,509,538,302
2367,398,509,539,268
2368,397,508,542,241
2369,394,508,543,218
2370,391,508,546,201
2371,387,507,547,189
2372,383,510,549,183
2373,381,510,550,182
2374,379,509,551,185
2375,375,507,552,190
2376,370,508,553,199
2377,366,508,553,208
2378,361,507,554,220
2379,358,508,553,232
2380,355,508,554,243
2381,352,506,553,256
2382,349,507,553,267
2383,345,509,553,278
2384,342,507,553,287
2385,338,507,552,294
2386,334,510,552,299
2387,329,509,551,307
2388,324,507,551,319
2389,319,508,551,348
2390,313,508,551,399
2391,308,507,548,480
2392,303,507,546,594
2393,300,508,541,736
2394,296,511,536,902
2395,293,510,529,977
2396,291,508,527,977
2397,289,507,524,977
2398,287,508,525,977
2399,286,509,525,977
2400,284,508,526,977
2401,284,507,527,977
2402,283,508,529,977
2403,283,508,530,977
2404,283,509,531,977
2405,283,511,533,977
2406,282,508,535,977
2407,283,507,536,977
2408,283,509,537,977
2409,284,506,538,977
2410,284,508,539,977
2411,284,507,540,977
2412,284,508,542,977
2413,284,504,542,812
2414,284,511,545,602
2415,284,510,546,415
2416,284,508,550,261
2417,284,508,553,145
2418,284,507,559,70
2419,285,510,563,35
2420,286,511,568,39
2421,287,511,571,72
2422,289,509,574,127
2423,291,507,574,199
2424,292,509,574,281
2425,295,510,572,362
2426,296,510,569,439
2427,299,509,566,504
2428,302,510,563,554
2429,305,509,560,589
2430,309,510,558,607
2431,314,505,556,608
2432,319,510,555,595
2433,325,508,554,572
2434,331,508,555,537
2435,337,508,555,497
2436,344,509,557,452
2437,351,509,558,407
2438,358,507,560,361
2439,366,509,562,318
2440,373,508,565,279
2441,379,508,567,246
2442,384,509,570,218
2443,390,511,572,196
2444,396,508,574,181
2445,403,508,576,171
2446,409,507,578,167
2447,415,509,579,166
2448,420,507,582,170
2449,426,511,582,177
2450,432,509,583,185
2451,439,508,583,197
2452,445,509,584,210
2453,450,505,584,221
2454,455,510,584,233
2455,459,506,583,244
2456,463,508,584,252
2457,466,507,583,260
2458,469,510,583,267
2459,473,511,583,278
2460,476,507,583,297
2461,481,509,582,335
2462,486,509,582,399
2463,492,506,579,496
2464,499,508,576,625
2465,507,510,570,783
2466,515,510,563,957
2467,523,507,557,977
2468,531,510,554,977
2469,540,508,552,977
2470,547,509,552,977
2471,556,512,552,977
2472,563,508,553,977
2473,572,508,554,977
2474,580,505,556,977
2475,589,508,557,977
2476,597,511,559,977
2477,606,507,560,977
2478,614,511,561,977
2479,622,508,562,977
2480,630,507,564,977
2481,637,508,565,977
2482,644,510,566,977
2483,651,514,567,977
2484,657,510,568,977
2485,663,510,569,755
2486,668,509,572,547
2487,672,508,573,364
2488,677,506,577,217
2489,682,508,581,112
2490,686,510,587,48
2491,690,507,591,23
2492,694,508,595,36
2493,697,505,598,77
2494,700,510,600,139
2495,703,508,600,216
2496,706,509,599,298
2497,709,513,596,378
2498,712,508,594,451
2499,715,508,590,513
2500,718,506,587,560
2501,721,509,583,592
2502,723,507,580,606
2503,726,511,578,607
2504,728,507,577,592
2505,731,508,576,568
2506,735,507,577,532
2507,737,508,577,491
2508,738,505,578,446
2509,739,508,579,401
2510,740,511,581,358
2511,741,511,583,318
2512,743,508,585,284
2513,746,508,587,255
2514,748,507,590,230
2515,748,509,591,214
2516,749,507,593,203
2517,750,511,594,196
2518,750,508,596,195
2519,751,509,596,197
2520,752,505,598,202
2521,752,510,598,207
2522,751,507,598,215
2523,751,510,598,223
2524,751,508,598,230
2525,750,510,598,235
2526,748,506,598,242
2527,746,510,597,254
2528,745,511,597,276
2529,744,508,595,318
2530,743,511,595,384
2531,743,509,592,480
2532,743,508,589,605
2533,743,508,583,754
2534,742,507,576,917
2535,741,510,569,977
2536,740,511,566,977
2537,740,507,564,977
2538,739,507,563,977
2539,739,507,563,977
2540,738,509,564,977
2541,738,508,565,977
2542,739,508,566,977
2543,739,506,567,977
2544,740,509,568,977
2545,742,507,569,977
2546,743,508,571,977
2547,744,509,572,977
2548,745,507,573,977
2549,745,511,573,977
2550,746,509,575,977
2551,746,512,575,977
2552,745,507,576,788
2553,744,508,577,590
2554,742,505,579,412
2555,739,510,582,264
2556,737,509,586,152
2557,735,507,590,79
2558,732,510,595,46
2559,730,510,599,46
2560,728,508,602,76
2561,725,508,603,131
2562,723,507,604,202
2563,722,509,603,281
2564,721,508,601,361
2565,720,512,598,437
2566,719,513,595,502
2567,718,508,591,555
2568,717,508,588,592
2569,717,508,585,614
2570,715,510,583,618
2571,711,508,581,608
2572,708,505,580,586
2573,705,509,580,556
2574,702,507,581,520
2575,699,509,581,482
2576,697,507,582,440
2577,696,509,583,400
2578,694,512,585,363
2579,691,505,586,332
2580,689,505,588,304
2581,688,508,589,281
2582,685,509,591,263
2583,682,511,592,249
2584,679,510,594,238
2585,675,506,595,230
2586,670,504,596,224
2587,665,510,596,221
2588,660,503,598,220
2589,655,509,598,224
2590,651,506,598,233
2591,647,508,598,257
2592,643,509,598,302
2593,640,508,595,372
2594,637,508,594,473
2595,635,509,590,603
2596,632,506,585,752
2597,630,511,578,914
2598,627,510,572,977
2599,624,507,569,977
2600,620,505,568,977
2601,617,508,567,977
2602,612,509,568,977
2603,608,508,568,977
2604,604,508,569,977
2605,600,509,569,977
2606,595,508,571,977
2607,590,508,571,977
2608,584,509,572,977
2609,578,512,572,977
2610,572,512,574,977
2611,567,508,574,977
2612,561,507,575,977
2613,555,510,575,977
2614,549,508,575,900
2615,543,512,576,706
2616,536,508,578,524
2617,528,509,579,363
2618,519,506,582,234
2619,511,509,586,142
2620,502,507,590,87
2621,493,506,594,68
2622,484,508,598,79
2623,476,508,599,118
2624,469,508,600,175
2625,462,508,600,244
2626,457,508,599,318
2627,452,508,596,391
2628,448,507,594,455
2629,443,511,591,511
2630,439,510,588,553
2631,436,505,584,581
