index,resp,emg,eda,pzt
1361,400,506,549,509
1362,401,510,549,510
1363,403,509,549,511
1364,407,509,549,512
1365,411,509,549,514
1366,416,511,549,513
1367,421,508,549,514
1368,425,508,549,514
1369,430,508,549,514
1370,434,512,548,514
1371,438,507,549,515
1372,440,511,548,514
1373,443,510,549,514
1374,444,510,548,512
1375,446,507,549,512
1376,447,510,548,512
1377,448,504,549,511
1378,448,509,548,510
1379,448,508,549,509
1380,448,504,548,508
1381,448,504,548,508
1382,449,508,548,508
1383,449,508,549,511
1384,450,508,548,511
1385,451,507,548,512
1386,452,508,548,512
1387,453,509,548,512
1388,455,512,548,512
1389,454,507,548,513
1390,455,510,548,513
1391,455,508,548,513
1392,456,508,548,514
1393,456,506,548,514
1394,459,510,548,514
1395,460,510,548,514
1396,463,509,548,513
1397,465,508,548,513
1398,469,511,548,512
1399,472,504,548,512
1400,477,513,547,511
1401,481,509,548,510
1402,483,510,547,510
1403,486,513,548,511
1404,489,506,547,511
1405,494,507,548,512
1406,499,515,548,513
1407,503,510,548,514
1408,507,509,547,514
1409,511,509,548,514
1410,516,508,547,515
1411,521,508,547,515
1412,526,510,547,515
1413,530,506,547,515
1414,533,510,547,514
1415,535,509,547,513
1416,537,509,547,513
1417,539,508,547,512
1418,540,511,547,512
1419,541,503,547,512
1420,543,512,547,511
1421,545,505,547,511
1422,547,511,547,511
1423,551,509,547,510
1424,554,511,547,510
1425,557,507,547,510
1426,560,510,547,510
1427,563,508,547,510
1428,566,509,547,511
1429,569,510,547,510
1430,572,510,547,511
1431,575,505,547,512
1432,579,510,547,513
1433,583,507,547,512
1434,588,508,547,513
1435,593,508,547,513
1436,599,508,546,514
1437,604,510,547,513
1438,608,514,546,513
1439,614,508,547,514
1440,618,512,546,513
1441,622,508,547,513
1442,625,509,547,513
1443,628,508,547,511
1444,631,510,546,511
1445,633,508,547,511
1446,636,511,546,510
1447,638,507,546,510
1448,640,508,546,510
1449,641,507,547,510
1450,642,507,546,510
1451,643,506,546,511
1452,644,508,546,511
1453,645,505,546,512
1454,645,509,546,513
1455,646,507,546,513
1456,647,512,546,514
1457,647,505,546,515
1458,647,507,545,514
1459,648,510,546,515
1460,647,511,546,513
1461,647,506,546,513
1462,646,510,545,512
1463,646,508,546,511
1464,645,510,545,511
1465,646,507,546,511
1466,645,513,546,511
1467,643,505,545,510
1468,639,508,545,510
1469,636,504,546,509
1470,634,508,545,510
1471,632,508,546,510
1472,632,510,545,511
1473,631,508,546,511
1474,629,510,545,512
1475,628,509,546,512
1476,627,511,545,513
1477,625,505,545,514
1478,624,506,545,515
1479,622,505,545,514
1480,618,509,545,514
1481,614,507,545,513
1482,610,512,545,513
1483,605,503,545,513
1484,601,510,545,512
1485,597,509,545,512
1486,593,511,545,511
1487,590,508,545,512
1488,587,509,545,511
1489,583,509,545,512
1490,580,509,545,511
1491,576,508,545,511
1492,574,505,545,511
1493,571,508,545,511
1494,569,509,544,512
1495,567,510,545,513
1496,566,510,544,512
1497,566,508,545,513
1498,565,508,544,513
1499,565,509,545,514
1500,566,507,544,513
1501,566,510,545,514
1502,567,511,544,515
1503,568,509,544,513
1504,570,512,544,514
1505,571,513,544,512
1506,572,510,544,511
1507,572,508,544,510
1508,572,511,544,508
1509,571,508,545,508
1510,569,509,544,508
1511,566,506,544,508
1512,562,508,544,508
1513,556,505,544,508
1514,551,507,544,510
1515,543,508,544,511
1516,536,509,544,512
1517,527,508,544,512
1518,519,508,544,513
1519,511,509,544,513
1520,502,509,544,513
1521,494,511,544,513
1522,486,508,544,514
1523,479,508,544,514
1524,472,509,544,514
1525,466,503,544,514
1526,461,508,544,514
1527,455,509,544,513
1528,452,511,543,513
1529,448,510,544,513
1530,444,507,543,512
1531,441,511,544,512
1532,436,512,543,512
1533,430,508,543,510
1534,424,510,543,510
1535,419,510,544,509
1536,415,511,543,510
1537,411,509,543,510
1538,406,510,543,511
1539,400,506,543,511
1540,397,505,543,511
1541,393,508,543,512
1542,392,512,543,513
1543,390,509,543,513
1544,389,511,543,513
1545,385,506,543,513
1546,382,510,543,513
1547,377,508,543,512
1548,372,509,543,512
1549,366,508,543,513
1550,361,507,543,512
1551,355,507,543,511
1552,350,508,543,511
1553,345,506,543,512
1554,341,514,543,511
1555,339,508,543,512
1556,336,508,543,512
1557,334,507,543,511
1558,333,509,543,510
1559,333,507,543,510
1560,332,510,543,511
1561,333,511,543,511
1562,333,510,542,513
1563,336,509,543,514
1564,339,510,543,514
1565,342,510,543,514
1566,345,512,543,515
1567,350,508,542,514
1568,356,509,542,514
1569,361,505,542,513
1570,368,511,542,512
1571,374,511,543,511
1572,380,510,542,510
1573,384,507,542,509
1574,388,511,542,508
1575,390,508,542,507
1576,392,507,542,506
1577,393,505,543,508
1578,393,510,542,507
1579,392,506,542,507
1580,392,505,542,508
1581,391,508,542,510
1582,391,511,542,512
1583,390,508,542,513
1584,390,509,542,515
1585,389,508,542,515
1586,389,511,542,515
1587,390,510,542,515
1588,391,510,542,515
1589,391,510,542,515
1590,391,512,542,515
1591,392,504,542,514
1592,393,507,542,513
1593,393,510,542,513
1594,395,508,541,512
1595,396,510,542,511
1596,397,509,542,511
1597,397,508,542,510
1598,397,514,541,510
1599,396,507,541,509
1600,395,511,541,510
1601,395,507,541,510
1602,395,507,541,510
1603,393,507,541,510
1604,390,509,541,510
1605,387,512,541,511
1606,385,511,541,511
1607,384,507,541,512
1608,382,509,541,513
1609,380,507,541,512
1610,378,507,541,513
1611,376,509,541,513
1612,373,511,541,513
1613,369,508,540,512
1614,367,511,541,513
1615,364,508,540,512
1616,362,511,541,513
1617,359,510,541,513
1618,358,508,540,512
1619,356,509,541,512
1620,354,509,540,511
1621,353,510,541,511
1622,353,509,540,510
1623,353,507,540,510
1624,353,511,540,510
1625,354,512,540,510
1626,355,507,540,511
1627,358,511,540,512
1628,361,511,540,511
1629,365,502,540,512
1630,370,510,540,512
1631,376,507,540,513
1632,382,507,540,513
1633,387,509,540,514
1634,393,505,540,513
1635,399,507,540,512
1636,406,507,540,512
1637,411,509,540,513
1638,416,510,540,513
1639,420,509,540,513
1640,424,512,540,513
1641,428,508,540,513
1642,432,507,540,512
1643,437,506,540,511
1644,442,513,540,511
1645,447,509,540,511
1646,453,509,540,512
1647,459,510,540,513
1648,464,508,539,513
1649,470,508,540,513
1650,476,513,539,513
1651,481,506,540,514
1652,487,513,539,513
1653,492,505,540,515
1654,497,510,539,515
1655,503,510,539,515
1656,508,510,539,515
1657,514,507,539,515
1658,519,508,539,514
1659,526,507,539,513
1660,532,507,539,513
1661,538,510,539,512
1662,544,512,539,511
1663,550,509,539,511
1664,554,508,539,511
1665,556,509,539,512
1666,556,510,539,512
1667,555,507,539,512
1668,554,510,539,511
1669,553,510,539,511
1670,552,510,539,512
1671,550,504,539,512
1672,548,505,539,512
1673,547,506,539,511
1674,547,504,539,511
1675,547,507,538,511
1676,547,508,539,512
1677,546,508,538,511
1678,543,512,538,511
1679,539,505,539,512
1680,534,508,538,510
1681,528,508,539,511
1682,522,506,538,511
1683,517,507,539,512
1684,513,508,538,512
1685,509,507,538,512
1686,506,507,538,511
1687,504,508,538,512
1688,502,511,538,512
1689,500,510,538,513
1690,498,511,538,513
1691,496,505,538,513
1692,495,509,537,512
1693,494,511,538,514
1694,494,509,537,514
1695,495,513,538,514
1696,497,510,537,513
1697,500,509,537,514
1698,504,508,537,513
1699,507,508,538,513
1700,510,510,537,512
1701,513,508,537,511
1702,515,511,537,511
1703,518,511,537,511
1704,520,507,537,512
1705,521,511,537,511
1706,523,511,537,511
1707,523,509,537,511
1708,524,510,537,511
1709,524,508,537,510
1710,524,511,537,511
1711,525,507,537,511
1712,525,510,537,512
1713,526,507,537,513
1714,527,512,537,513
1715,527,505,537,514
1716,527,507,537,513
1717,528,502,537,513
1718,529,507,536,513
1719,531,508,537,513
1720,533,510,537,513
1721,535,507,537,513
1722,537,507,536,512
1723,540,504,536,512
1724,542,508,536,512
1725,543,505,536,511
1726,544,510,536,511
1727,546,508,536,511
1728,548,508,536,511
1729,549,504,536,512
1730,548,509,536,511
1731,547,507,536,511
1732,546,512,536,511
1733,544,505,536,511
1734,544,510,536,511
1735,545,509,536,512
1736,545,509,536,512
1737,545,507,536,512
1738,546,513,536,512
1739,546,509,536,512
1740,546,512,536,512
1741,545,507,536,512
1742,545,511,536,512
1743,543,512,536,512
1744,540,511,536,512
1745,537,511,536,512
1746,533,512,536,512
1747,529,508,536,512
1748,525,510,536,511
1749,520,508,536,511
1750,516,508,536,511
1751,513,506,536,510
1752,510,509,536,511
1753,508,508,536,510
1754,505,509,536,511
1755,503,507,536,511
1756,500,510,535,511
1757,498,507,536,511
1758,497,510,535,512
1759,496,504,536,512
1760,497,508,535,513
1761,498,509,535,514
1762,499,510,535,513
1763,502,505,535,515
1764,504,509,535,515
1765,507,512,535,514
1766,510,511,535,513
1767,512,505,535,513
1768,515,513,535,513
1769,517,505,535,513
1770,519,509,535,512
1771,519,508,535,512
1772,521,511,535,512
1773,521,508,535,512
1774,521,507,535,511
1775,521,507,535,510
1776,520,510,535,510
1777,519,507,535,510
1778,518,511,535,511
1779,516,505,535,511
1780,515,512,534,511
1781,513,505,535,513
1782,511,510,535,514
1783,509,508,535,514
1784,508,512,534,514
1785,507,508,535,513
1786,506,510,534,514
1787,506,508,534,512
1788,506,510,534,512
1789,505,508,534,512
1790,504,513,534,511
1791,503,505,534,511
1792,501,509,534,511
1793,499,511,534,511
1794,499,508,534,510
1795,497,509,534,510
1796,494,508,534,509
1797,489,508,534,509
1798,486,512,534,508
1799,481,509,534,509
1800,478,511,534,511
1801,475,508,534,511
1802,471,509,534,513
1803,467,505,534,513
1804,464,511,534,513
1805,463,505,534,513
1806,461,513,533,514
1807,461,505,534,514
1808,460,511,534,515
1809,456,507,534,514
1810,452,510,534,513
1811,447,505,533,514
1812,442,513,534,513
1813,435,508,534,513
1814,430,507,533,512
1815,424,507,534,511
1816,419,510,533,510
1817,415,507,533,509
1818,411,507,533,509
1819,408,508,533,508
1820,405,510,533,510
1821,403,507,533,510
1822,401,512,533,510
1823,400,507,533,511
1824,399,508,533,511
1825,399,504,533,513
1826,398,509,533,514
1827,399,507,533,515
1828,400,511,533,516
1829,402,511,533,516
1830,404,509,533,515
1831,406,507,533,515
1832,409,512,533,515
1833,412,505,533,513
1834,414,509,533,512
1835,416,505,532,512
1836,419,510,532,512
1837,421,511,532,512
1838,423,512,532,511
1839,425,510,532,511
1840,427,513,532,511
1841,428,508,532,510
1842,430,511,532,510
1843,431,508,532,510
1844,432,511,532,511
1845,433,509,532,511
1846,434,507,532,512
1847,435,509,532,512
1848,436,507,532,512
1849,437,509,532,512
1850,438,511,532,512
1851,439,508,532,513
1852,441,509,532,513
1853,442,504,532,513
1854,443,510,531,513
1855,444,509,532,513
1856,446,509,532,514
1857,447,508,532,514
1858,449,509,532,514
1859,450,507,531,513
1860,452,510,532,514
1861,454,508,532,512
1862,455,509,532,512
1863,456,503,531,512
1864,455,509,531,512
1865,455,507,531,512
1866,454,508,531,511
1867,454,505,531,509
1868,455,509,531,510
1869,454,505,531,510
1870,452,510,531,510
1871,451,507,531,510
1872,451,508,531,511
1873,451,506,531,511
1874,451,510,531,512
1875,451,509,531,511
1876,449,508,531,511
1877,448,505,531,511
1878,447,508,531,511
1879,445,506,531,510
1880,443,510,531,511
1881,441,504,531,511
1882,440,510,531,510
1883,438,507,531,510
1884,436,509,531,511
1885,435,510,531,511
1886,434,512,531,510
1887,434,508,531,513
1888,434,508,531,514
1889,433,510,531,514
1890,433,510,531,513
1891,433,506,531,514
1892,433,507,530,514
1893,433,506,530,513
1894,435,510,530,512
1895,437,508,530,512
1896,440,512,530,512
1897,444,510,530,513
1898,447,510,530,512
1899,449,508,530,512
1900,453,509,530,511
1901,456,508,530,511
1902,460,508,530,511
1903,462,510,530,510
1904,464,511,530,510
1905,466,512,530,510
1906,468,509,530,509
1907,470,509,530,510
1908,471,511,530,511
1909,472,507,530,512
1910,473,510,530,512
1911,474,507,529,512
1912,476,511,530,513
1913,477,509,529,513
1914,479,510,530,513
1915,480,510,529,514
1916,482,512,529,514
1917,483,508,529,513
1918,486,511,529,512
1919,487,508,529,512
1920,489,511,529,512
1921,491,508,529,511
1922,493,508,529,510
1923,495,507,529,510
1924,497,509,529,511
1925,499,505,529,511
1926,501,512,529,510
1927,503,505,529,509
1928,505,510,529,509
1929,508,508,529,509
1930,510,507,529,510
1931,512,504,529,510
1932,516,510,529,512
1933,519,506,529,513
1934,519,510,529,513
1935,520,509,529,514
1936,522,508,529,514
1937,524,509,528,514
1938,526,505,529,514
1939,527,509,528,512
1940,526,510,529,512
1941,526,509,529,511
1942,525,507,529,510
1943,526,506,529,511
1944,527,511,528,512
1945,527,505,528,512
1946,527,508,528,511
1947,527,509,528,510
1948,527,512,528,511
1949,526,509,528,511
1950,524,508,529,511
1951,523,505,528,513
1952,521,509,528,514
1953,520,505,528,513
1954,519,507,528,513
1955,517,511,528,513
1956,516,507,528,512
1957,515,507,528,512
1958,514,510,528,512
1959,514,510,528,512
1960,514,509,528,513
1961,514,506,528,512
1962,513,509,528,512
1963,513,509,528,511
1964,513,507,528,510
1965,515,510,527,510
1966,517,511,528,509
1967,519,504,527,508
1968,523,508,528,509
1969,526,508,527,510
1970,528,508,527,511
1971,531,507,527,511
1972,536,509,527,511
1973,538,507,527,512
1974,540,508,528,513
1975,542,507,527,512
1976,543,509,527,512
1977,544,510,527,514
1978,545,508,527,514
1979,546,508,527,516
1980,547,511,527,515
1981,547,507,527,515
1982,547,510,527,515
1983,548,513,527,515
1984,549,509,527,515
1985,550,510,527,514
1986,550,510,527,514
1987,551,508,527,513
1988,552,506,527,512
1989,553,509,527,512
1990,554,511,527,511
1991,555,507,527,510
1992,556,509,527,509
1993,557,500,527,508
1994,559,508,527,508
1995,560,507,526,508
1996,561,508,527,508
1997,563,505,527,509
1998,564,510,527,511
1999,565,509,527,513
2000,566,509,527,514
2001,567,508,527,514
2002,569,510,527,513
2003,571,509,526,514
2004,570,509,527,514
2005,569,510,526,513
2006,568,510,527,513
2007,568,504,526,512
2008,569,507,527,512
2009,569,507,526,512
2010,569,508,527,511
2011,568,508,526,511
2012,567,506,526,512
2013,566,509,526,511
2014,566,510,526,510
2015,566,509,526,510
2016,564,510,526,510
2017,561,509,526,510
2018,558,509,526,510
2019,553,508,526,511
2020,549,508,526,511
2021,543,505,526,512
2022,538,510,526,512
2023,533,505,526,513
2024,529,511,526,513
2025,525,506,526,513
2026,521,514,526,513
2027,518,506,526,513
2028,515,510,526,512
2029,512,504,526,511
2030,510,509,526,511
2031,508,507,526,511
2032,506,509,526,511
2033,505,505,526,511
2034,504,510,526,510
2035,504,509,525,511
2036,505,507,526,510
2037,507,505,526,510
2038,508,510,526,510
2039,510,509,525,511
2040,512,510,525,511
2041,514,506,525,511
2042,516,508,526,512
2043,517,509,525,512
2044,519,509,526,514
2045,520,512,525,514
2046,521,512,525,514
2047,522,507,525,515
2048,522,505,525,515
2049,523,507,525,515
2050,522,507,525,513
2051,522,505,525,514
2052,522,508,525,513
2053,522,507,525,512
2054,522,508,525,512
2055,521,509,524,511
2056,522,510,525,511
2057,522,510,525,511
2058,522,510,525,510
2059,523,508,525,511
2060,525,511,525,511
2061,526,509,524,511
2062,528,507,525,513
2063,530,508,524,513
2064,532,511,525,514
2065,534,507,524,513
2066,535,508,525,514
2067,536,504,524,514
2068,539,509,525,515
2069,540,505,524,515
2070,543,510,525,514
2071,544,507,524,514
2072,545,511,525,513
2073,543,509,524,512
2074,540,508,525,511
2075,536,510,524,511
2076,531,511,524,510
2077,526,507,524,509
2078,519,510,524,509
2079,513,508,524,511
2080,506,508,524,510
2081,500,508,524,509
2082,496,508,524,510
2083,492,508,524,510
2084,489,511,524,511
2085,483,511,524,511
2086,476,511,524,511
2087,468,506,524,512
2088,460,511,524,513
2089,452,507,524,514
2090,443,505,524,514
2091,435,511,524,514
2092,427,508,524,515
2093,420,510,524,514
2094,414,508,524,513
2095,408,511,524,513
2096,404,508,524,512
2097,400,508,524,513
2098,396,513,524,511
2099,394,509,524,512
2100,391,509,524,510
2101,389,508,523,510
2102,387,508,524,508
2103,386,508,523,508
2104,386,511,524,509
2105,387,507,523,508
2106,390,508,524,510
2107,391,508,523,511
2108,394,506,524,511
2109,397,507,523,511
2110,400,508,523,512
2111,403,508,523,512
2112,406,510,523,513
2113,408,509,523,515
2114,411,511,523,514
2115,412,508,523,515
2116,415,509,523,514
2117,416,508,523,515
2118,417,507,523,513
2119,418,506,523,513
2120,420,508,523,512
2121,421,509,523,512
2122,422,510,523,511
2123,423,508,523,511
2124,423,511,523,511
2125,424,506,523,510
2126,425,509,523,510
2127,426,510,523,510
2128,428,512,523,512
2129,429,504,523,512
2130,430,510,523,512
2131,432,509,522,512
2132,433,510,523,513
2133,434,510,522,515
2134,435,509,523,515
2135,437,509,522,514
2136,438,501,523,513
2137,439,510,522,513
2138,440,508,523,512
2139,442,506,522,512
2140,443,507,523,511
2141,443,508,522,510
2142,443,508,522,510
2143,442,505,522,510
2144,443,509,522,510
2145,445,507,522,510
2146,446,508,522,510
2147,444,508,522,510
2148,444,507,522,511
2149,443,509,521,511
2150,445,507,522,511
2151,446,508,522,512
2152,447,508,522,511
2153,448,509,521,512
2154,447,509,522,513
2155,445,509,521,512
2156,444,508,522,512
2157,442,504,521,513
2158,439,508,522,513
2159,436,509,521,513
2160,435,510,522,513
2161,433,510,521,512
2162,431,510,521,512
2163,430,508,521,511
2164,430,510,522,510
2165,429,508,521,510
2166,429,511,522,510
2167,429,512,521,509
2168,430,510,521,509
2169,430,510,521,510
2170,431,507,521,510
2171,433,508,521,511
2172,435,511,521,511
2173,440,508,521,512
2174,444,511,521,513
2175,449,502,521,513
2176,454,510,521,514
2177,458,507,521,513
2178,463,506,521,513
2179,467,505,520,513
2180,471,507,521,513
2181,474,507,521,514
2182,477,507,521,512
2183,479,507,521,512
2184,482,507,521,511
2185,484,507,520,510
2186,486,510,521,511
2187,488,507,521,511
2188,489,512,520,510
2189,492,508,520,510
2190,493,507,521,510
2191,495,508,520,511
2192,497,507,521,512
2193,499,509,520,513
2194,501,509,521,514
2195,503,513,520,514
2196,505,508,521,515
2197,509,509,520,515
2198,512,512,520,515
2199,515,509,520,515
2200,519,508,520,515
2201,522,507,520,515
2202,525,509,520,514
2203,527,506,520,513
2204,531,509,520,512
2205,535,514,520,512
2206,539,508,520,512
2207,543,508,520,510
2208,547,508,520,509
2209,551,508,520,509
2210,553,508,520,510
2211,555,510,520,509
2212,557,507,520,509
2213,559,508,520,510
2214,561,510,520,511
2215,564,511,520,511
2216,566,509,520,512
2217,567,510,519,513
2218,568,505,520,514
2219,569,509,519,513
2220,572,510,520,515
2221,574,509,519,515
2222,576,507,520,515
2223,576,504,519,515
2224,575,510,520,514
2225,574,509,519,513
2226,571,508,519,512
2227,569,509,519,512
2228,567,506,520,512
2229,564,504,519,511
2230,561,508,519,511
2231,560,504,519,510
2232,559,509,519,508
2233,559,509,519,507
2234,558,509,519,508
2235,558,507,519,508
2236,557,510,519,510
2237,556,504,519,511
2238,556,511,519,512
2239,556,511,519,513
2240,558,511,519,513
2241,560,511,519,515
2242,563,509,519,513
2243,566,509,519,514
2244,570,510,519,514
2245,574,504,519,514
2246,577,512,519,515
2247,579,508,519,514
2248,583,505,519,512
2249,585,507,519,512
2250,587,505,519,513
2251,588,506,519,513
2252,590,508,519,512
2253,591,508,519,512
2254,591,511,519,512
2255,591,508,519,512
2256,592,511,519,512
2257,592,506,519,512
2258,591,508,519,512
2259,591,509,518,511
2260,590,507,519,512
2261,590,509,518,512
2262,590,508,519,512
2263,589,509,518,512
2264,589,506,519,512
2265,588,508,518,512
2266,588,510,518,512
2267,589,506,518,513
2268,590,509,519,513
2269,590,508,518,513
2270,591,508,518,512
2271,591,510,518,511
2272,592,511,518,511
2273,592,509,518,511
2274,592,510,519,511
2275,592,509,518,511
2276,593,508,518,512
2277,593,509,518,512
2278,593,506,518,512
2279,591,510,518,511
2280,588,511,518,511
2281,585,511,518,511
2282,583,508,518,512
2283,582,508,518,512
2284,581,510,518,512
2285,579,511,518,512
2286,577,506,518,513
2287,575,508,517,513
2288,575,507,518,514
2289,573,508,517,513
2290,572,510,518,513
2291,570,511,518,514
2292,567,510,518,513
2293,561,505,517,514
2294,556,510,518,513
2295,551,510,517,513
2296,546,508,518,511
2297,540,508,517,510
2298,536,512,518,509
2299,532,510,517,508
2300,528,511,518,508
2301,526,508,517,508
2302,523,508,517,508
2303,519,512,517,509
2304,517,508,517,510
2305,514,508,516,510
2306,512,507,517,511
2307,512,509,517,511
2308,513,508,517,512
2309,513,508,516,513
2310,515,510,517,514
2311,519,511,516,514
2312,524,510,517,514
2313,530,510,516,513
2314,537,509,517,512
2315,545,509,516,512
2316,555,512,517,511
2317,563,508,516,511
2318,573,508,517,510
2319,582,508,516,510
2320,591,508,517,510
2321,599,507,516,508
2322,605,512,517,509
2323,611,506,516,510
2324,617,508,516,510
2325,622,511,516,511
2326,626,508,516,511
2327,630,507,516,512
2328,633,507,516,512
2329,636,510,516,513
2330,639,508,516,513
2331,641,510,516,514
2332,643,509,516,514
2333,645,508,516,515
2334,647,507,516,513
2335,649,510,516,512
2336,652,508,516,512
2337,654,510,515,511
2338,656,506,516,510
2339,658,507,515,510
2340,660,504,516,510
2341,661,506,515,511
2342,663,505,516,510
2343,664,509,515,511
2344,665,509,515,510
2345,666,509,515,511
2346,666,509,516,512
2347,664,510,515,512
2348,662,509,516,512
2349,659,511,515,512
2350,656,504,515,512
2351,655,509,515,513
2352,653,507,515,513
2353,649,508,515,512
2354,646,512,515,512
2355,643,508,515,513
2356,643,507,515,512
2357,642,508,515,511
2358,642,510,515,512
2359,641,506,515,512
2360,639,509,515,512
2361,636,511,515,512
2362,632,509,515,511
2363,627,508,515,512
2364,623,508,515,511
2365,619,510,515,510
2366,614,508,515,510
2367,610,510,515,510
2368,607,508,515,511
2369,604,509,514,511
2370,602,508,515,511
2371,601,508,514,512
2372,600,506,515,512
2373,599,510,514,513
2374,598,508,515,513
2375,597,508,514,513
2376,597,509,515,514
2377,597,510,514,514
2378,598,511,515,513
2379,600,512,514,512
2380,603,510,515,511
2381,606,507,514,511
2382,610,513,515,511
2383,613,510,514,510
2384,616,508,514,509
2385,620,510,514,509
2386,623,510,514,509
2387,625,507,514,511
2388,627,511,514,511
2389,630,509,514,512
2390,631,510,514,512
2391,632,510,514,512
2392,633,509,514,512
2393,634,506,513,512
2394,634,509,514,512
2395,634,503,513,512
2396,635,509,514,513
2397,635,507,513,513
2398,635,511,514,514
2399,635,510,513,514
2400,634,508,513,514
2401,635,507,513,513
2402,635,511,514,513
2403,634,508,513,513
2404,634,508,514,513
2405,634,510,513,512
2406,635,507,513,511
2407,634,507,513,510
2408,634,506,513,510
2409,634,508,513,509
2410,634,510,513,509
2411,634,507,513,509
2412,635,507,513,510
2413,636,511,513,511
2414,636,509,513,511
2415,634,508,513,512
2416,633,507,513,513
2417,631,510,512,513
2418,631,508,513,512
2419,631,510,512,513
2420,630,509,513,513
2421,627,508,512,513
2422,625,509,513,513
2423,623,508,512,511
2424,623,508,513,512
2425,622,510,512,511
2426,622,513,513,512
2427,622,509,512,512
2428,620,508,513,511
2429,618,509,512,510
2430,616,509,513,510
2431,613,507,512,510
2432,610,508,512,511
2433,607,506,512,511
2434,604,508,512,513
2435,600,506,512,513
2436,598,510,512,512
2437,595,511,512,512
2438,593,513,512,512
2439,591,511,512,513
2440,591,508,512,512
2441,589,508,512,512
2442,588,508,512,512
2443,588,511,512,512
2444,588,510,512,512
2445,588,513,512,512
2446,591,507,512,512
2447,593,510,511,512
2448,597,508,512,512
2449,601,505,511,513
2450,605,510,512,512
2451,608,511,511,511
2452,612,508,512,511
2453,615,507,511,511
2454,618,512,512,510
2455,620,509,511,510
2456,622,507,512,511
2457,623,513,511,513
2458,624,507,511,513
2459,625,511,511,512
2460,627,510,511,513
2461,627,510,511,512
2462,628,507,511,513
2463,629,504,511,513
2464,630,509,511,513
2465,631,509,511,512
2466,632,508,511,511
2467,634,509,511,510
2468,637,508,511,511
2469,639,508,511,510
2470,643,506,511,510
2471,647,505,511,510
2472,653,504,511,511
2473,660,510,511,511
2474,667,508,511,510
2475,673,506,510,511
2476,679,509,511,511
2477,685,513,511,511
2478,691,507,511,511
2479,696,511,510,511
2480,700,508,511,512
2481,704,508,510,513
2482,708,508,511,514
2483,712,512,510,515
2484,714,510,511,515
2485,715,510,510,515
2486,716,509,511,514
2487,716,510,510,514
2488,718,510,511,514
2489,719,510,510,514
2490,719,509,511,513
2491,718,509,510,512
2492,717,506,510,512
2493,716,512,510,510
2494,717,507,511,510
2495,717,509,510,509
2496,716,512,510,507
2497,714,510,510,508
2498,711,506,510,508
2499,706,510,509,508
2500,701,509,510,510
2501,696,509,510,510
2502,691,508,510,511
2503,687,505,510,512
2504,684,509,510,512
2505,680,510,509,512
2506,678,510,510,513
2507,676,508,509,514
2508,675,507,510,514
2509,673,508,509,513
2510,671,509,510,512
2511,670,509,509,512
2512,669,508,510,510
2513,668,511,509,510
2514,668,508,510,511
2515,668,509,509,511
2516,669,507,509,511
2517,671,508,509,511
2518,674,508,509,510
2519,676,507,509,510
2520,679,511,509,511
2521,682,506,509,512
2522,685,506,509,513
2523,687,512,509,512
2524,690,507,509,513
2525,691,508,508,512
2526,692,509,509,513
2527,693,510,509,512
2528,694,505,509,512
2529,694,506,508,512
2530,694,507,509,511
2531,694,508,508,512
2532,693,506,509,512
2533,692,511,508,512
2534,692,508,509,510
2535,691,511,508,511
2536,691,508,509,511
2537,689,509,508,511
2538,689,505,509,512
2539,689,509,508,512
2540,689,505,509,511
2541,689,509,508,511
2542,688,508,508,512
2543,688,512,508,513
2544,688,509,508,513
2545,688,508,508,514
2546,687,510,508,513
2547,686,509,508,513
2548,686,506,508,513
2549,684,511,508,513
2550,684,507,508,514
2551,684,507,508,515
2552,681,510,508,515
2553,678,509,508,515
2554,674,509,508,513
2555,670,509,508,511
2556,667,507,508,511
2557,664,510,508,511
2558,662,508,508,510
2559,658,507,508,510
2560,655,509,508,510
2561,653,507,507,510
2562,651,509,508,509
2563,648,509,507,510
2564,646,509,508,510
2565,641,513,507,511
2566,636,505,507,512
2567,631,508,507,513
2568,624,508,508,513
2569,617,506,507,513
2570,611,510,507,513
2571,605,512,507,513
2572,600,511,507,512
2573,594,505,507,512
2574,590,509,507,510
2575,585,511,507,510
2576,582,511,507,511
2577,578,503,507,510
2578,575,511,507,511
2579,572,509,507,510
2580,569,509,507,510
2581,568,510,507,511
2582,567,508,507,510
2583,566,508,507,510
2584,567,510,507,511
2585,567,512,507,511
2586,568,508,507,511
2587,569,512,506,512
2588,570,507,507,513
2589,571,510,506,513
2590,571,508,507,513
2591,571,507,506,514
2592,571,509,507,515
2593,569,511,506,514
2594,567,507,507,515
2595,564,506,506,514
2596,561,508,507,514
2597,558,508,506,513
2598,553,508,506,510
2599,550,507,506,509
2600,545,511,507,509
2601,540,509,506,508
2602,536,506,506,508
2603,531,510,506,508
2604,526,505,506,507
2605,522,508,506,508
2606,518,507,506,509
2607,515,508,505,510
2608,512,508,506,511
2609,509,510,505,512
2610,507,511,506,512
2611,505,509,505,513
2612,504,508,506,514
2613,503,510,505,514
2614,502,509,506,515
2615,501,511,505,515
2616,500,507,506,515
2617,501,512,505,516
2618,501,509,506,514
2619,499,510,505,513
2620,497,508,505,513
2621,495,512,505,512
2622,492,510,505,512
2623,491,504,505,512
2624,490,506,505,511
2625,488,512,505,511
2626,485,510,505,510
2627,483,511,505,509
2628,482,508,505,510
2629,482,510,505,509
2630,483,508,505,510
2631,483,510,505,510
